action,block_minStateId,block_maxStateId,block_name,score,num
walk_WA,1477,1477,oxeye_daisy,0.0,0
sprint_WA,1477,1477,oxeye_daisy,0.0,0
walk_A,1477,1477,oxeye_daisy,0.0,0
sprint_A,1477,1477,oxeye_daisy,0.0,0
walk_AS,1477,1477,oxeye_daisy,0.0,0
sprint_AS,1477,1477,oxeye_daisy,0.0,0
walk_S,1477,1477,oxeye_daisy,0.0,0
sprint_S,1477,1477,oxeye_daisy,0.0,0
walk_SD,1477,1477,oxeye_daisy,0.0,0
sprint_SD,1477,1477,oxeye_daisy,0.0,0
walk_D,1477,1477,oxeye_daisy,0.0,0
sprint_D,1477,1477,oxeye_daisy,0.0,0
walk_DW,1477,1477,oxeye_daisy,0.0,0
sprint_DW,1477,1477,oxeye_daisy,0.0,0
break_U,1477,1477,oxeye_daisy,0.0,0
break_UF,1477,1477,oxeye_daisy,0.0,0
break_F,1477,1477,oxeye_daisy,0.0,0
break_DF,1477,1477,oxeye_daisy,0.0,0
break_D,1477,1477,oxeye_daisy,0.0,0
jump,1478,1478,cornflower,0.0,0
sneak,1478,1478,cornflower,0.0,0
offset,1478,1478,cornflower,0.0,0
place,1478,1478,cornflower,0.0,0
walk_W,1478,1478,cornflower,0.0,0
sprint_W,1478,1478,cornflower,0.0,0
walk_WA,1478,1478,cornflower,0.0,0
sprint_WA,1478,1478,cornflower,0.0,0
walk_A,1478,1478,cornflower,0.0,0
sprint_A,1478,1478,cornflower,0.0,0
walk_AS,1478,1478,cornflower,0.0,0
sprint_AS,1478,1478,cornflower,0.0,0
walk_S,1478,1478,cornflower,0.0,0
sprint_S,1478,1478,cornflower,0.0,0
walk_SD,1478,1478,cornflower,0.0,0
sprint_SD,1478,1478,cornflower,0.0,0
walk_D,1478,1478,cornflower,0.0,0
sprint_D,1478,1478,cornflower,0.0,0
walk_DW,1478,1478,cornflower,0.0,0
sprint_DW,1478,1478,cornflower,0.0,0
break_U,1478,1478,cornflower,0.0,0
break_UF,1478,1478,cornflower,0.0,0
break_F,1478,1478,cornflower,0.0,0
break_DF,1478,1478,cornflower,0.0,0
break_D,1478,1478,cornflower,0.0,0
jump,1479,1479,wither_rose,0.0,0
sneak,1479,1479,wither_rose,0.0,0
offset,1479,1479,wither_rose,0.0,0
place,1479,1479,wither_rose,0.0,0
walk_W,1479,1479,wither_rose,0.0,0
sprint_W,1479,1479,wither_rose,0.0,0
walk_WA,1479,1479,wither_rose,0.0,0
sprint_WA,1479,1479,wither_rose,0.0,0
walk_A,1479,1479,wither_rose,0.0,0
sprint_A,1479,1479,wither_rose,0.0,0
walk_AS,1479,1479,wither_rose,0.0,0
sprint_AS,1479,1479,wither_rose,0.0,0
walk_S,1479,1479,wither_rose,0.0,0
sprint_S,1479,1479,wither_rose,0.0,0
walk_SD,1479,1479,wither_rose,0.0,0
sprint_SD,1479,1479,wither_rose,0.0,0
walk_D,1479,1479,wither_rose,0.0,0
sprint_D,1479,1479,wither_rose,0.0,0
walk_DW,1479,1479,wither_rose,0.0,0
sprint_DW,1479,1479,wither_rose,0.0,0
break_U,1479,1479,wither_rose,0.0,0
break_UF,1479,1479,wither_rose,0.0,0
break_F,1479,1479,wither_rose,0.0,0
break_DF,1479,1479,wither_rose,0.0,0
break_D,1479,1479,wither_rose,0.0,0
jump,1480,1480,lily_of_the_valley,0.0,0
sneak,1480,1480,lily_of_the_valley,0.0,0
offset,1480,1480,lily_of_the_valley,0.0,0
place,1480,1480,lily_of_the_valley,0.0,0
walk_W,1480,1480,lily_of_the_valley,0.0,0
sprint_W,1480,1480,lily_of_the_valley,0.0,0
walk_WA,1480,1480,lily_of_the_valley,0.0,0
sprint_WA,1480,1480,lily_of_the_valley,0.0,0
walk_A,1480,1480,lily_of_the_valley,0.0,0
sprint_A,1480,1480,lily_of_the_valley,0.0,0
walk_AS,1480,1480,lily_of_the_valley,0.0,0
sprint_AS,1480,1480,lily_of_the_valley,0.0,0
walk_S,1480,1480,lily_of_the_valley,0.0,0
sprint_S,1480,1480,lily_of_the_valley,0.0,0
walk_SD,1480,1480,lily_of_the_valley,0.0,0
sprint_SD,1480,1480,lily_of_the_valley,0.0,0
walk_D,1480,1480,lily_of_the_valley,0.0,0
sprint_D,1480,1480,lily_of_the_valley,0.0,0
walk_DW,1480,1480,lily_of_the_valley,0.0,0
sprint_DW,1480,1480,lily_of_the_valley,0.0,0
break_U,1480,1480,lily_of_the_valley,0.0,0
break_UF,1480,1480,lily_of_the_valley,0.0,0
break_F,1480,1480,lily_of_the_valley,0.0,0
break_DF,1480,1480,lily_of_the_valley,0.0,0
break_D,1480,1480,lily_of_the_valley,0.0,0
jump,1481,1481,brown_mushroom,0.0,0
sneak,1481,1481,brown_mushroom,0.0,0
offset,1481,1481,brown_mushroom,0.0,0
place,1481,1481,brown_mushroom,0.0,0
walk_W,1481,1481,brown_mushroom,0.0,0
sprint_W,1481,1481,brown_mushroom,0.0,0
walk_WA,1481,1481,brown_mushroom,0.0,0
sprint_WA,1481,1481,brown_mushroom,0.0,0
walk_A,1481,1481,brown_mushroom,0.0,0
sprint_A,1481,1481,brown_mushroom,0.0,0
walk_AS,1481,1481,brown_mushroom,0.0,0
sprint_AS,1481,1481,brown_mushroom,0.0,0
walk_S,1481,1481,brown_mushroom,0.0,0
sprint_S,1481,1481,brown_mushroom,0.0,0
walk_SD,1481,1481,brown_mushroom,0.0,0
sprint_SD,1481,1481,brown_mushroom,0.0,0
walk_D,1481,1481,brown_mushroom,0.0,0
sprint_D,1481,1481,brown_mushroom,0.0,0
walk_DW,1481,1481,brown_mushroom,0.0,0
sprint_DW,1481,1481,brown_mushroom,0.0,0
break_U,1481,1481,brown_mushroom,0.0,0
break_UF,1481,1481,brown_mushroom,0.0,0
break_F,1481,1481,brown_mushroom,0.0,0
break_DF,1481,1481,brown_mushroom,0.0,0
break_D,1481,1481,brown_mushroom,0.0,0
jump,1482,1482,red_mushroom,0.0,0
sneak,1482,1482,red_mushroom,0.0,0
offset,1482,1482,red_mushroom,0.0,0
place,1482,1482,red_mushroom,0.0,0
walk_W,1482,1482,red_mushroom,0.0,0
sprint_W,1482,1482,red_mushroom,0.0,0
walk_WA,1482,1482,red_mushroom,0.0,0
sprint_WA,1482,1482,red_mushroom,0.0,0
walk_A,1482,1482,red_mushroom,0.0,0
sprint_A,1482,1482,red_mushroom,0.0,0
walk_AS,1482,1482,red_mushroom,0.0,0
sprint_AS,1482,1482,red_mushroom,0.0,0
walk_S,1482,1482,red_mushroom,0.0,0
sprint_S,1482,1482,red_mushroom,0.0,0
walk_SD,1482,1482,red_mushroom,0.0,0
sprint_SD,1482,1482,red_mushroom,0.0,0
walk_D,1482,1482,red_mushroom,0.0,0
sprint_D,1482,1482,red_mushroom,0.0,0
walk_DW,1482,1482,red_mushroom,0.0,0
sprint_DW,1482,1482,red_mushroom,0.0,0
break_U,1482,1482,red_mushroom,0.0,0
break_UF,1482,1482,red_mushroom,0.0,0
break_F,1482,1482,red_mushroom,0.0,0
break_DF,1482,1482,red_mushroom,0.0,0
break_D,1482,1482,red_mushroom,0.0,0
jump,1483,1483,gold_block,0.0,0
sneak,1483,1483,gold_block,0.0,0
offset,1483,1483,gold_block,0.0,0
place,1483,1483,gold_block,0.0,0
walk_W,1483,1483,gold_block,0.0,0
sprint_W,1483,1483,gold_block,0.0,0
walk_WA,1483,1483,gold_block,0.0,0
sprint_WA,1483,1483,gold_block,0.0,0
walk_A,1483,1483,gold_block,0.0,0
sprint_A,1483,1483,gold_block,0.0,0
walk_AS,1483,1483,gold_block,0.0,0
sprint_AS,1483,1483,gold_block,0.0,0
walk_S,1483,1483,gold_block,0.0,0
sprint_S,1483,1483,gold_block,0.0,0
walk_SD,1483,1483,gold_block,0.0,0
sprint_SD,1483,1483,gold_block,0.0,0
walk_D,1483,1483,gold_block,0.0,0
sprint_D,1483,1483,gold_block,0.0,0
walk_DW,1483,1483,gold_block,0.0,0
sprint_DW,1483,1483,gold_block,0.0,0
break_U,1483,1483,gold_block,0.0,0
break_UF,1483,1483,gold_block,0.0,0
break_F,1483,1483,gold_block,0.0,0
break_DF,1483,1483,gold_block,0.0,0
break_D,1483,1483,gold_block,0.0,0
jump,1484,1484,iron_block,0.0,0
sneak,1484,1484,iron_block,0.0,0
offset,1484,1484,iron_block,0.0,0
place,1484,1484,iron_block,0.0,0
walk_W,1484,1484,iron_block,0.0,0
sprint_W,1484,1484,iron_block,0.0,0
walk_WA,1484,1484,iron_block,0.0,0
sprint_WA,1484,1484,iron_block,0.0,0
walk_A,1484,1484,iron_block,0.0,0
sprint_A,1484,1484,iron_block,0.0,0
walk_AS,1484,1484,iron_block,0.0,0
sprint_AS,1484,1484,iron_block,0.0,0
walk_S,1484,1484,iron_block,0.0,0
sprint_S,1484,1484,iron_block,0.0,0
walk_SD,1484,1484,iron_block,0.0,0
sprint_SD,1484,1484,iron_block,0.0,0
walk_D,1484,1484,iron_block,0.0,0
sprint_D,1484,1484,iron_block,0.0,0
walk_DW,1484,1484,iron_block,0.0,0
sprint_DW,1484,1484,iron_block,0.0,0
break_U,1484,1484,iron_block,0.0,0
break_UF,1484,1484,iron_block,0.0,0
break_F,1484,1484,iron_block,0.0,0
break_DF,1484,1484,iron_block,0.0,0
break_D,1484,1484,iron_block,0.0,0
jump,1485,1485,bricks,0.0,0
sneak,1485,1485,bricks,0.0,0
offset,1485,1485,bricks,0.0,0
place,1485,1485,bricks,0.0,0
walk_W,1485,1485,bricks,0.0,0
sprint_W,1485,1485,bricks,0.0,0
walk_WA,1485,1485,bricks,0.0,0
sprint_WA,1485,1485,bricks,0.0,0
walk_A,1485,1485,bricks,0.0,0
sprint_A,1485,1485,bricks,0.0,0
walk_AS,1485,1485,bricks,0.0,0
sprint_AS,1485,1485,bricks,0.0,0
walk_S,1485,1485,bricks,0.0,0
sprint_S,1485,1485,bricks,0.0,0
walk_SD,1485,1485,bricks,0.0,0
sprint_SD,1485,1485,bricks,0.0,0
walk_D,1485,1485,bricks,0.0,0
sprint_D,1485,1485,bricks,0.0,0
walk_DW,1485,1485,bricks,0.0,0
sprint_DW,1485,1485,bricks,0.0,0
break_U,1485,1485,bricks,0.0,0
break_UF,1485,1485,bricks,0.0,0
break_F,1485,1485,bricks,0.0,0
break_DF,1485,1485,bricks,0.0,0
break_D,1485,1485,bricks,0.0,0
jump,1486,1487,tnt,0.0,0
sneak,1486,1487,tnt,0.0,0
offset,1486,1487,tnt,0.0,0
place,1486,1487,tnt,0.0,0
walk_W,1486,1487,tnt,0.0,0
sprint_W,1486,1487,tnt,0.0,0
walk_WA,1486,1487,tnt,0.0,0
sprint_WA,1486,1487,tnt,0.0,0
walk_A,1486,1487,tnt,0.0,0
sprint_A,1486,1487,tnt,0.0,0
walk_AS,1486,1487,tnt,0.0,0
sprint_AS,1486,1487,tnt,0.0,0
walk_S,1486,1487,tnt,0.0,0
sprint_S,1486,1487,tnt,0.0,0
walk_SD,1486,1487,tnt,0.0,0
sprint_SD,1486,1487,tnt,0.0,0
walk_D,1486,1487,tnt,0.0,0
sprint_D,1486,1487,tnt,0.0,0
walk_DW,1486,1487,tnt,0.0,0
sprint_DW,1486,1487,tnt,0.0,0
break_U,1486,1487,tnt,0.0,0
break_UF,1486,1487,tnt,0.0,0
break_F,1486,1487,tnt,0.0,0
break_DF,1486,1487,tnt,0.0,0
break_D,1486,1487,tnt,0.0,0
jump,1488,1488,bookshelf,0.0,0
sneak,1488,1488,bookshelf,0.0,0
offset,1488,1488,bookshelf,0.0,0
place,1488,1488,bookshelf,0.0,0
walk_W,1488,1488,bookshelf,0.0,0
sprint_W,1488,1488,bookshelf,0.0,0
walk_WA,1488,1488,bookshelf,0.0,0
sprint_WA,1488,1488,bookshelf,0.0,0
walk_A,1488,1488,bookshelf,0.0,0
sprint_A,1488,1488,bookshelf,0.0,0
walk_AS,1488,1488,bookshelf,0.0,0
sprint_AS,1488,1488,bookshelf,0.0,0
walk_S,1488,1488,bookshelf,0.0,0
sprint_S,1488,1488,bookshelf,0.0,0
walk_SD,1488,1488,bookshelf,0.0,0
sprint_SD,1488,1488,bookshelf,0.0,0
walk_D,1488,1488,bookshelf,0.0,0
sprint_D,1488,1488,bookshelf,0.0,0
walk_DW,1488,1488,bookshelf,0.0,0
sprint_DW,1488,1488,bookshelf,0.0,0
break_U,1488,1488,bookshelf,0.0,0
break_UF,1488,1488,bookshelf,0.0,0
break_F,1488,1488,bookshelf,0.0,0
break_DF,1488,1488,bookshelf,0.0,0
break_D,1488,1488,bookshelf,0.0,0
jump,1489,1489,mossy_cobblestone,0.0,0
sneak,1489,1489,mossy_cobblestone,0.0,0
offset,1489,1489,mossy_cobblestone,0.0,0
place,1489,1489,mossy_cobblestone,0.0,0
walk_W,1489,1489,mossy_cobblestone,0.0,0
sprint_W,1489,1489,mossy_cobblestone,0.0,0
walk_WA,1489,1489,mossy_cobblestone,0.0,0
sprint_WA,1489,1489,mossy_cobblestone,0.0,0
walk_A,1489,1489,mossy_cobblestone,0.0,0
sprint_A,1489,1489,mossy_cobblestone,0.0,0
walk_AS,1489,1489,mossy_cobblestone,0.0,0
sprint_AS,1489,1489,mossy_cobblestone,0.0,0
walk_S,1489,1489,mossy_cobblestone,0.0,0
sprint_S,1489,1489,mossy_cobblestone,0.0,0
walk_SD,1489,1489,mossy_cobblestone,0.0,0
sprint_SD,1489,1489,mossy_cobblestone,0.0,0
walk_D,1489,1489,mossy_cobblestone,0.0,0
sprint_D,1489,1489,mossy_cobblestone,0.0,0
walk_DW,1489,1489,mossy_cobblestone,0.0,0
sprint_DW,1489,1489,mossy_cobblestone,0.0,0
break_U,1489,1489,mossy_cobblestone,0.0,0
break_UF,1489,1489,mossy_cobblestone,0.0,0
break_F,1489,1489,mossy_cobblestone,0.0,0
break_DF,1489,1489,mossy_cobblestone,0.0,0
break_D,1489,1489,mossy_cobblestone,0.0,0
jump,1490,1490,obsidian,0.0,0
sneak,1490,1490,obsidian,0.0,0
offset,1490,1490,obsidian,0.0,0
place,1490,1490,obsidian,0.0,0
walk_W,1490,1490,obsidian,0.0,0
sprint_W,1490,1490,obsidian,0.0,0
walk_WA,1490,1490,obsidian,0.0,0
sprint_WA,1490,1490,obsidian,0.0,0
walk_A,1490,1490,obsidian,0.0,0
sprint_A,1490,1490,obsidian,0.0,0
walk_AS,1490,1490,obsidian,0.0,0
sprint_AS,1490,1490,obsidian,0.0,0
walk_S,1490,1490,obsidian,0.0,0
sprint_S,1490,1490,obsidian,0.0,0
walk_SD,1490,1490,obsidian,0.0,0
sprint_SD,1490,1490,obsidian,0.0,0
walk_D,1490,1490,obsidian,0.0,0
sprint_D,1490,1490,obsidian,0.0,0
walk_DW,1490,1490,obsidian,0.0,0
sprint_DW,1490,1490,obsidian,0.0,0
break_U,1490,1490,obsidian,0.0,0
break_UF,1490,1490,obsidian,0.0,0
break_F,1490,1490,obsidian,0.0,0
break_DF,1490,1490,obsidian,0.0,0
break_D,1490,1490,obsidian,0.0,0
jump,1491,1491,torch,0.0,0
sneak,1491,1491,torch,0.0,0
offset,1491,1491,torch,0.0,0
place,1491,1491,torch,0.0,0
walk_W,1491,1491,torch,0.0,0
sprint_W,1491,1491,torch,0.0,0
walk_WA,1491,1491,torch,0.0,0
sprint_WA,1491,1491,torch,0.0,0
walk_A,1491,1491,torch,0.0,0
sprint_A,1491,1491,torch,0.0,0
walk_AS,1491,1491,torch,0.0,0
sprint_AS,1491,1491,torch,0.0,0
walk_S,1491,1491,torch,0.0,0
sprint_S,1491,1491,torch,0.0,0
walk_SD,1491,1491,torch,0.0,0
sprint_SD,1491,1491,torch,0.0,0
walk_D,1491,1491,torch,0.0,0
sprint_D,1491,1491,torch,0.0,0
walk_DW,1491,1491,torch,0.0,0
sprint_DW,1491,1491,torch,0.0,0
break_U,1491,1491,torch,0.0,0
break_UF,1491,1491,torch,0.0,0
break_F,1491,1491,torch,0.0,0
break_DF,1491,1491,torch,0.0,0
break_D,1491,1491,torch,0.0,0
jump,1492,1495,wall_torch,0.0,0
sneak,1492,1495,wall_torch,0.0,0
offset,1492,1495,wall_torch,0.0,0
place,1492,1495,wall_torch,0.0,0
walk_W,1492,1495,wall_torch,0.0,0
sprint_W,1492,1495,wall_torch,0.0,0
walk_WA,1492,1495,wall_torch,0.0,0
sprint_WA,1492,1495,wall_torch,0.0,0
walk_A,1492,1495,wall_torch,0.0,0
sprint_A,1492,1495,wall_torch,0.0,0
walk_AS,1492,1495,wall_torch,0.0,0
sprint_AS,1492,1495,wall_torch,0.0,0
walk_S,1492,1495,wall_torch,0.0,0
sprint_S,1492,1495,wall_torch,0.0,0
walk_SD,1492,1495,wall_torch,0.0,0
sprint_SD,1492,1495,wall_torch,0.0,0
walk_D,1492,1495,wall_torch,0.0,0
sprint_D,1492,1495,wall_torch,0.0,0
walk_DW,1492,1495,wall_torch,0.0,0
sprint_DW,1492,1495,wall_torch,0.0,0
break_U,1492,1495,wall_torch,0.0,0
break_UF,1492,1495,wall_torch,0.0,0
break_F,1492,1495,wall_torch,0.0,0
break_DF,1492,1495,wall_torch,0.0,0
break_D,1492,1495,wall_torch,0.0,0
jump,1496,2007,fire,0.0,0
sneak,1496,2007,fire,0.0,0
offset,1496,2007,fire,0.0,0
place,1496,2007,fire,0.0,0
walk_W,1496,2007,fire,0.0,0
sprint_W,1496,2007,fire,0.0,0
walk_WA,1496,2007,fire,0.0,0
sprint_WA,1496,2007,fire,0.0,0
walk_A,1496,2007,fire,0.0,0
sprint_A,1496,2007,fire,0.0,0
walk_AS,1496,2007,fire,0.0,0
sprint_AS,1496,2007,fire,0.0,0
walk_S,1496,2007,fire,0.0,0
sprint_S,1496,2007,fire,0.0,0
walk_SD,1496,2007,fire,0.0,0
sprint_SD,1496,2007,fire,0.0,0
walk_D,1496,2007,fire,0.0,0
sprint_D,1496,2007,fire,0.0,0
walk_DW,1496,2007,fire,0.0,0
sprint_DW,1496,2007,fire,0.0,0
break_U,1496,2007,fire,0.0,0
break_UF,1496,2007,fire,0.0,0
break_F,1496,2007,fire,0.0,0
break_DF,1496,2007,fire,0.0,0
break_D,1496,2007,fire,0.0,0
jump,2008,2008,soul_fire,0.0,0
sneak,2008,2008,soul_fire,0.0,0
offset,2008,2008,soul_fire,0.0,0
place,2008,2008,soul_fire,0.0,0
walk_W,2008,2008,soul_fire,0.0,0
sprint_W,2008,2008,soul_fire,0.0,0
walk_WA,2008,2008,soul_fire,0.0,0
sprint_WA,2008,2008,soul_fire,0.0,0
walk_A,2008,2008,soul_fire,0.0,0
sprint_A,2008,2008,soul_fire,0.0,0
walk_AS,2008,2008,soul_fire,0.0,0
sprint_AS,2008,2008,soul_fire,0.0,0
walk_S,2008,2008,soul_fire,0.0,0
sprint_S,2008,2008,soul_fire,0.0,0
walk_SD,2008,2008,soul_fire,0.0,0
sprint_SD,2008,2008,soul_fire,0.0,0
walk_D,2008,2008,soul_fire,0.0,0
sprint_D,2008,2008,soul_fire,0.0,0
walk_DW,2008,2008,soul_fire,0.0,0
sprint_DW,2008,2008,soul_fire,0.0,0
break_U,2008,2008,soul_fire,0.0,0
break_UF,2008,2008,soul_fire,0.0,0
break_F,2008,2008,soul_fire,0.0,0
break_DF,2008,2008,soul_fire,0.0,0
break_D,2008,2008,soul_fire,0.0,0
jump,2009,2009,spawner,0.0,0
sneak,2009,2009,spawner,0.0,0
offset,2009,2009,spawner,0.0,0
place,2009,2009,spawner,0.0,0
walk_W,2009,2009,spawner,0.0,0
sprint_W,2009,2009,spawner,0.0,0
walk_WA,2009,2009,spawner,0.0,0
sprint_WA,2009,2009,spawner,0.0,0
walk_A,2009,2009,spawner,0.0,0
sprint_A,2009,2009,spawner,0.0,0
walk_AS,2009,2009,spawner,0.0,0
sprint_AS,2009,2009,spawner,0.0,0
walk_S,2009,2009,spawner,0.0,0
sprint_S,2009,2009,spawner,0.0,0
walk_SD,2009,2009,spawner,0.0,0
sprint_SD,2009,2009,spawner,0.0,0
walk_D,2009,2009,spawner,0.0,0
sprint_D,2009,2009,spawner,0.0,0
walk_DW,2009,2009,spawner,0.0,0
sprint_DW,2009,2009,spawner,0.0,0
break_U,2009,2009,spawner,0.0,0
break_UF,2009,2009,spawner,0.0,0
break_F,2009,2009,spawner,0.0,0
break_DF,2009,2009,spawner,0.0,0
break_D,2009,2009,spawner,0.0,0
jump,2010,2089,oak_stairs,0.0,0
sneak,2010,2089,oak_stairs,0.0,0
offset,2010,2089,oak_stairs,0.0,0
place,2010,2089,oak_stairs,0.0,0
walk_W,2010,2089,oak_stairs,0.0,0
sprint_W,2010,2089,oak_stairs,0.0,0
walk_WA,2010,2089,oak_stairs,0.0,0
sprint_WA,2010,2089,oak_stairs,0.0,0
walk_A,2010,2089,oak_stairs,0.0,0
sprint_A,2010,2089,oak_stairs,0.0,0
walk_AS,2010,2089,oak_stairs,0.0,0
sprint_AS,2010,2089,oak_stairs,0.0,0
walk_S,2010,2089,oak_stairs,0.0,0
sprint_S,2010,2089,oak_stairs,0.0,0
walk_SD,2010,2089,oak_stairs,0.0,0
sprint_SD,2010,2089,oak_stairs,0.0,0
walk_D,2010,2089,oak_stairs,0.0,0
sprint_D,2010,2089,oak_stairs,0.0,0
walk_DW,2010,2089,oak_stairs,0.0,0
sprint_DW,2010,2089,oak_stairs,0.0,0
break_U,2010,2089,oak_stairs,0.0,0
break_UF,2010,2089,oak_stairs,0.0,0
break_F,2010,2089,oak_stairs,0.0,0
break_DF,2010,2089,oak_stairs,0.0,0
break_D,2010,2089,oak_stairs,0.0,0
jump,2090,2113,chest,0.0,0
sneak,2090,2113,chest,0.0,0
offset,2090,2113,chest,0.0,0
place,2090,2113,chest,0.0,0
walk_W,2090,2113,chest,0.0,0
sprint_W,2090,2113,chest,0.0,0
walk_WA,2090,2113,chest,0.0,0
sprint_WA,2090,2113,chest,0.0,0
walk_A,2090,2113,chest,0.0,0
sprint_A,2090,2113,chest,0.0,0
walk_AS,2090,2113,chest,0.0,0
sprint_AS,2090,2113,chest,0.0,0
walk_S,2090,2113,chest,0.0,0
sprint_S,2090,2113,chest,0.0,0
walk_SD,2090,2113,chest,0.0,0
sprint_SD,2090,2113,chest,0.0,0
walk_D,2090,2113,chest,0.0,0
sprint_D,2090,2113,chest,0.0,0
walk_DW,2090,2113,chest,0.0,0
sprint_DW,2090,2113,chest,0.0,0
break_U,2090,2113,chest,0.0,0
break_UF,2090,2113,chest,0.0,0
break_F,2090,2113,chest,0.0,0
break_DF,2090,2113,chest,0.0,0
break_D,2090,2113,chest,0.0,0
jump,2114,3409,redstone_wire,0.0,0
sneak,2114,3409,redstone_wire,0.0,0
offset,2114,3409,redstone_wire,0.0,0
place,2114,3409,redstone_wire,0.0,0
walk_W,2114,3409,redstone_wire,0.0,0
sprint_W,2114,3409,redstone_wire,0.0,0
walk_WA,2114,3409,redstone_wire,0.0,0
sprint_WA,2114,3409,redstone_wire,0.0,0
walk_A,2114,3409,redstone_wire,0.0,0
sprint_A,2114,3409,redstone_wire,0.0,0
walk_AS,2114,3409,redstone_wire,0.0,0
sprint_AS,2114,3409,redstone_wire,0.0,0
walk_S,2114,3409,redstone_wire,0.0,0
sprint_S,2114,3409,redstone_wire,0.0,0
walk_SD,2114,3409,redstone_wire,0.0,0
sprint_SD,2114,3409,redstone_wire,0.0,0
walk_D,2114,3409,redstone_wire,0.0,0
sprint_D,2114,3409,redstone_wire,0.0,0
walk_DW,2114,3409,redstone_wire,0.0,0
sprint_DW,2114,3409,redstone_wire,0.0,0
break_U,2114,3409,redstone_wire,0.0,0
break_UF,2114,3409,redstone_wire,0.0,0
break_F,2114,3409,redstone_wire,0.0,0
break_DF,2114,3409,redstone_wire,0.0,0
break_D,2114,3409,redstone_wire,0.0,0
jump,3410,3410,diamond_ore,0.0,0
sneak,3410,3410,diamond_ore,0.0,0
offset,3410,3410,diamond_ore,0.0,0
place,3410,3410,diamond_ore,0.0,0
walk_W,3410,3410,diamond_ore,0.0,0
sprint_W,3410,3410,diamond_ore,0.0,0
walk_WA,3410,3410,diamond_ore,0.0,0
sprint_WA,3410,3410,diamond_ore,0.0,0
walk_A,3410,3410,diamond_ore,0.0,0
sprint_A,3410,3410,diamond_ore,0.0,0
walk_AS,3410,3410,diamond_ore,0.0,0
sprint_AS,3410,3410,diamond_ore,0.0,0
walk_S,3410,3410,diamond_ore,0.0,0
sprint_S,3410,3410,diamond_ore,0.0,0
walk_SD,3410,3410,diamond_ore,0.0,0
sprint_SD,3410,3410,diamond_ore,0.0,0
walk_D,3410,3410,diamond_ore,0.0,0
sprint_D,3410,3410,diamond_ore,0.0,0
walk_DW,3410,3410,diamond_ore,0.0,0
sprint_DW,3410,3410,diamond_ore,0.0,0
break_U,3410,3410,diamond_ore,0.0,0
break_UF,3410,3410,diamond_ore,0.0,0
break_F,3410,3410,diamond_ore,0.0,0
break_DF,3410,3410,diamond_ore,0.0,0
break_D,3410,3410,diamond_ore,0.0,0
jump,3411,3411,deepslate_diamond_ore,0.0,0
sneak,3411,3411,deepslate_diamond_ore,0.0,0
offset,3411,3411,deepslate_diamond_ore,0.0,0
place,3411,3411,deepslate_diamond_ore,0.0,0
walk_W,3411,3411,deepslate_diamond_ore,0.0,0
sprint_W,3411,3411,deepslate_diamond_ore,0.0,0
walk_WA,3411,3411,deepslate_diamond_ore,0.0,0
sprint_WA,3411,3411,deepslate_diamond_ore,0.0,0
walk_A,3411,3411,deepslate_diamond_ore,0.0,0
sprint_A,3411,3411,deepslate_diamond_ore,0.0,0
walk_AS,3411,3411,deepslate_diamond_ore,0.0,0
sprint_AS,3411,3411,deepslate_diamond_ore,0.0,0
walk_S,3411,3411,deepslate_diamond_ore,0.0,0
sprint_S,3411,3411,deepslate_diamond_ore,0.0,0
walk_SD,3411,3411,deepslate_diamond_ore,0.0,0
sprint_SD,3411,3411,deepslate_diamond_ore,0.0,0
walk_D,3411,3411,deepslate_diamond_ore,0.0,0
sprint_D,3411,3411,deepslate_diamond_ore,0.0,0
walk_DW,3411,3411,deepslate_diamond_ore,0.0,0
sprint_DW,3411,3411,deepslate_diamond_ore,0.0,0
break_U,3411,3411,deepslate_diamond_ore,0.0,0
break_UF,3411,3411,deepslate_diamond_ore,0.0,0
break_F,3411,3411,deepslate_diamond_ore,0.0,0
break_DF,3411,3411,deepslate_diamond_ore,0.0,0
break_D,3411,3411,deepslate_diamond_ore,0.0,0
jump,3412,3412,diamond_block,0.0,0
sneak,3412,3412,diamond_block,0.0,0
offset,3412,3412,diamond_block,0.0,0
place,3412,3412,diamond_block,0.0,0
walk_W,3412,3412,diamond_block,0.0,0
sprint_W,3412,3412,diamond_block,0.0,0
walk_WA,3412,3412,diamond_block,0.0,0
sprint_WA,3412,3412,diamond_block,0.0,0
walk_A,3412,3412,diamond_block,0.0,0
sprint_A,3412,3412,diamond_block,0.0,0
walk_AS,3412,3412,diamond_block,0.0,0
sprint_AS,3412,3412,diamond_block,0.0,0
walk_S,3412,3412,diamond_block,0.0,0
sprint_S,3412,3412,diamond_block,0.0,0
walk_SD,3412,3412,diamond_block,0.0,0
sprint_SD,3412,3412,diamond_block,0.0,0
walk_D,3412,3412,diamond_block,0.0,0
sprint_D,3412,3412,diamond_block,0.0,0
walk_DW,3412,3412,diamond_block,0.0,0
sprint_DW,3412,3412,diamond_block,0.0,0
break_U,3412,3412,diamond_block,0.0,0
break_UF,3412,3412,diamond_block,0.0,0
break_F,3412,3412,diamond_block,0.0,0
break_DF,3412,3412,diamond_block,0.0,0
break_D,3412,3412,diamond_block,0.0,0
jump,3413,3413,crafting_table,0.0,0
sneak,3413,3413,crafting_table,0.0,0
offset,3413,3413,crafting_table,-0.6309204740158139,3
place,3413,3413,crafting_table,0.0,0
